Week,Month,Date,Store Name,Store ID,City,Operation Time,Peak Time,Completed Orders,Failed Orders,Net Revenue,Gross Revenue,Expenses,Customer Actual Price Payed,Average Actual Price Payed,Average Revenue,Products Total Price,Package Revenue,Self-Delivery Fee,Other Revenues,Comission,Promotion Subsidies Total,Voucher Subsidies,Delivery Subsidies,AI Spend-Save Subsidy,AI Service Fee,Basic Logistic Fee,Other Service Fees,Store Canceled Orders,Clicks,Visitors,Order Conversion Rate,New Customer Conversion Rate,Returners Conversion Rate,Participating Promotions,Promotions Number in orders,Promotions per order,Spend Save Promotion Count,Super User promotion count,Delivery promotion count,Input/Output Ratio,Total Subsidy,Eleme Subsidy,Third-party subsidy,Store Subsidy (Total),Store Subsidy(Not Incl. Spend Save),Promotion Rate (Total),Promotion Rate (Not incl. spend save),Order Count,Repurchase Count,Repurchase Rate,New Customer Count,Returners Count,Active Product Count,Purchased Products Count,86 Product Count,New Products Count,Promotional Product Count,Negative Revew Product Count,Complaint Order Count,Complaint Order ID,Overtime Order Count,Overtime Order ID,Pushed Order Count,Refused Orders Count
26,7,2021/7/2,8 Julu,500151743,上海,12小时1分,5小时0分,32,1,1913.47,2742.5,829.03,2435.9,76.12,59.8,2660,82.5,0,0,422.33,197.2,80,64,55,0,0,10.5,0,160,123,0.2602,0.125,0.451,7,32,1,23,5,30,6.15,507.2,111,0,396.2,251.2,0.13,0.18,32,0,0,9,23,126,26,0,5,37,0,0,,0,,0,0
26,7,2021/7/2,QD 1,501475047,青岛,11小时1分,5小时0分,6,0,305.76,426,120.24,374.7,62.45,50.96,420,6,0,0,58.24,40,10,12,0,0,0,0,0,102,80,0.075,0.0143,0.5,5,6,1,0,2,6,6.04,72,10,0,62,62,0.14,0.14,6,0,0,1,5,123,6,0,2,32,0,0,,1,2.15424E+18,0,0
26,7,2021/7/2,9 CS,501879439,上海,12小时1分,5小时0分,27,1,1638.32,2288,649.68,2066.9,76.55,60.68,2214,74,0,0,360.48,154,66,48,17.2,0,0,4,0,228,183,0.1475,0.0828,0.5385,8,27,1,9,7,24,7.25,389,103.8,0,285.2,202,0.12,0.12,27,0,0,13,14,77,26,0,2,39,0,0,,1,5.03013E+18,0,0
26,7,2021/7/2,10 CX,502017105,上海,12小时1分,5小时0分,22,0,1150.2,1612,461.8,1464.2,66.55,52.28,1561,51,0,0,252.7,66,66,72.6,4,0,0,0.5,0,273,212,0.1038,0.0549,0.4,7,22,1,4,7,22,7.02,284.8,76.2,0,208.6,178.6,0.12,0.14,22,0,0,10,12,72,18,0,4,38,0,0,,2,"50,301,012,966,762,000,000,000,000,000,000,000,000",2,0
26,7,2021/7/2,4 Zunyi,777435,上海,12小时1分,5小时0分,31,0,1921.44,2653.5,732.06,2436.6,78.6,61.98,2575,78.5,0,0,422.66,117.4,84,58,47.5,0,0,2.5,0,176,133,0.2331,0.08,0.431,7,30,0.9677,19,12,24,7.82,437.4,130.5,0,306.9,240.4,0.11,0.15,31,0,0,6,25,135,25,5,4,38,0,0,,4,"5,030,121,517,583,510,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
26,7,2021/7/2,3 Pudong,927104,上海,11小时37分,4小时36分,43,1,2385.38,3294.5,909.12,3025,70.35,55.47,3186,108.5,0,0,524.62,135,108,62,79.5,0,0,0,0,244,193,0.2228,0.1181,0.4242,8,42,0.9767,32,17,31,7.79,560.5,176,0,384.5,260,0.11,0.18,43,0,0,15,28,171,32,8,4,38,0,0,,5,"50,300,966,379,788,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
26,7,2021/7/3,6 Gubei,170435679,上海,11小时32分,5小时0分,35,0,2302.45,3128.5,826.05,2956.6,84.47,65.78,3033,95.5,0,0,505.85,83.2,83,66,86,0,0,2,0,141,96,0.3646,0.1864,0.6486,7,35,1,30,7,28,9.29,464.2,146,0,318.2,181.2,0.09,0.2,35,0,0,11,24,125,27,0,4,37,0,0,,0,,0,0
26,7,2021/7/3,5 TS,170483226,上海,12小时1分,5小时0分,29,0,1641.02,2258.5,617.48,2103.7,72.54,56.59,2191,67.5,0,0,361.98,93,72,36,46.5,0,0,8,0,179,127,0.2205,0.1354,0.4839,4,27,0.931,18,10,18,8.02,355.5,108,0,247.5,178,0.11,0.15,28,0,0,13,15,165,17,0,3,32,0,0,,1,5.03024E+18,1,0
26,7,2021/7/3,7 Magnolia,2000261656,上海,11小时1分,4小时30分,24,0,1505.41,2051.5,546.09,1899.4,79.14,62.73,1990,61.5,0,0,353.29,55.8,75,4,57.5,0,0,0.5,0,129,102,0.2353,0.12,0.5556,5,24,1,20,5,2,9.88,294.3,102,0,192.3,101.8,0.09,0.15,24,0,0,9,15,101,24,0,5,30,0,0,,1,5.03021E+18,0,0
26,7,2021/7/3,2 Fengxian,440866,上海,12小时1分,5小时0分,31,1,2244,3065,821,2826.4,91.17,72.39,2969,96,0,0,527.5,91,48,62,88,0,0,4.5,0,136,102,0.3039,0.0893,0.5652,9,31,1,30,4,28,9.78,424.5,135.5,0,289,118,0.09,0.24,31,0,0,5,26,156,31,4,6,40,0,0,,5,"50,301,967,986,715,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
26,7,2021/7/3,8 Julu,500151743,上海,12小时1分,5小时0分,35,0,2539.28,3358.5,947.96,3083.7,88.11,72.55,3258,100.5,0,0,533.76,195.2,68,68,62.5,0,0,20.5,0,126,98,0.3571,0.1964,0.5714,7,34,0.9714,25,6,26,7.74,504.2,110.5,0,393.7,260.2,0.11,0.15,35,0,0,11,24,126,28,0,5,37,0,0,,2,"50,302,435,446,423,800,000,000,000,000,000,000,000",0,0
26,7,2021/7/3,QD 1,501475047,青岛,11小时1分,5小时0分,2,0,105,145,40,126.4,63.2,52.5,140,5,0,0,20,7,9,4,0,0,0,0,0,66,56,0.0357,0,0.4,5,2,1,2,1,2,6.32,25,5,0,20,13,0.13,0.52,2,0,0,0,2,123,5,0,2,32,0,0,,0,,0,0
26,7,2021/7/3,9 CS,501879439,上海,12小时1分,5小时0分,18,0,1276.59,1672.5,539.98,1450,80.56,70.92,1620,52.5,0,0,253.98,174,56,24,12,0,0,20,0,242,195,0.0872,0.0291,0.5217,8,17,0.9444,7,6,12,5.19,340,74,0,266,200,0.15,0.19,17,0,0,5,12,77,21,0,2,39,0,0,,1,5.03023E+18,0,0
26,7,2021/7/3,10 CX,502017105,上海,12小时1分,5小时0分,9,0,464.67,639.5,174.83,596.7,66.3,51.63,621,18.5,0,0,102.03,24,28,19.8,1,0,0,0,0,258,214,0.0421,0.0302,0.2,7,9,1,1,3,6,8.2,99.8,27,0,72.8,63.8,0.1,0.1,9,0,0,6,3,72,9,0,4,38,0,0,,0,,0,0
26,7,2021/7/3,4 Zunyi,777435,上海,12小时1分,5小时0分,35,0,2126.9,2933,806.1,2671.9,76.34,60.77,2837,96,0,0,468.1,122,84,64,67,0,0,1,0,134,103,0.3398,0.1129,0.6829,7,33,0.9429,22,11,25,7.6,499.5,162.5,0,337,248,0.11,0.17,35,0,0,7,28,135,25,5,4,38,1,0,,0,,0,0
26,7,2021/7/3,3 Pudong,927104,上海,11小时54分,5小时0分,40,0,2710.42,3666.5,956.08,3415.8,85.4,67.76,3560,106.5,0,0,595.08,126,89.5,48,97,0,0,0.5,0,249,178,0.2247,0.0513,0.5574,8,40,1,32,14,24,9.48,533,172.5,0,360.5,217.5,0.09,0.16,40,0,0,6,34,171,27,8,4,38,0,0,,10,"5,030,187,927,609,350,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
26,7,2021/7/4,6 Gubei,170435679,上海,12小时1分,5小时0分,30,0,2340.28,3122.5,782.22,2913.5,97.12,78.01,3014,108.5,0,0,513.72,55,60,58,95.5,0,0,0,0,164,100,0.3,0.1791,0.5455,7,30,1,29,1,30,10.42,439,159.5,0,279.5,130,0.08,0.25,30,0,0,12,18,125,33,0,4,37,0,0,,1,5.0303E+18,0,0
26,7,2021/7/4,5 TS,170483226,上海,11小时42分,5小时0分,18,0,1234.01,1684.5,450.49,1517.2,84.29,68.56,1637,47.5,0,0,270.99,47,53.5,28,50.5,0,0,0.5,0,123,97,0.1856,0.0462,0.4688,4,18,1,16,5,14,8.48,285.5,106.5,0,179,101.5,0.1,0.23,18,0,0,3,15,165,15,0,3,32,0,0,,1,5.03032E+18,0,0
26,7,2021/7/4,7 Magnolia,2000261656,上海,11小时1分,4小时30分,20,1,1324.94,1789.5,464.56,1633.3,81.66,66.25,1731,58.5,0,0,310.86,37.2,52,0,64.5,0,0,0,0,97,77,0.2597,0.0435,0.5806,5,20,1,19,5,0,10.63,271.2,117.5,0,153.7,57.2,0.08,0.16,20,0,0,2,18,101,22,0,5,30,0,0,,0,,0,0
26,7,2021/7/4,2 Fengxian,440866,上海,12小时1分,5小时0分,18,0,1161.9,1620,458.1,1457,80.94,64.55,1571,49,0,0,272.6,55,41,36,53.5,0,0,0,0,78,63,0.2857,0.0323,0.5313,9,18,1,17,0,18,7.85,262,76.5,0,185.5,87,0.11,0.24,18,0,0,1,17,156,20,4,6,40,0,0,,1,5.03029E+18,0,0
26,7,2021/7/4,8 Julu,500151743,上海,12小时1分,5小时0分,31,0,2096.25,2955.5,859.25,2628.7,84.8,67.62,2867,88.5,0,0,461.25,192,74,62,65,0,0,5,0,117,92,0.3261,0.1053,0.6857,7,31,1,25,7,27,6.69,527,134,0,393,216,0.12,0.19,30,0,0,6,24,126,21,0,5,37,0,0,,0,,0,0
26,7,2021/7/4,QD 1,501475047,青岛,11小时1分,5小时0分,5,0,399.84,548,148.16,484,96.8,79.97,534,14,0,0,76.16,44,18,10,0,0,0,0,0,92,76,0.0658,0.0317,0.2308,5,5,1,2,3,5,6.72,82,10,0,72,62,0.13,0.16,5,0,0,2,3,123,13,0,2,32,0,0,,0,,0,0
26,7,2021/7/4,9 CS,501879439,上海,12小时1分,5小时0分,20,1,1198.9,1783,561.34,1578.7,78.94,59.95,1731,52,0,0,275.84,169,64,22,6,0,0,24.5,0,204,167,0.1198,0.0662,0.625,8,20,1,5,8,11,6.05,348,87,0,261,216,0.14,0.15,20,0,0,10,10,77,13,0,2,39,0,0,,1,5.03027E+18,0,0
26,7,2021/7/4,10 CX,502017105,上海,12小时1分,5小时0分,20,0,976.06,1397,420.94,1262.5,63.13,48.8,1352,45,0,0,214.46,70,58,66,11.98,0,0,0.5,0,253,209,0.0957,0.0333,0.4828,7,20,1,9,4,20,6.13,252,46.02,0,205.98,150,0.14,0.18,20,0,0,6,14,72,13,0,4,38,0,0,,0,,1,0
26,7,2021/7/4,4 Zunyi,777435,上海,12小时1分,5小时0分,32,0,1977.25,2735.5,758.25,2481.9,77.56,61.79,2649,86.5,0,0,434.35,100.4,94,64,64,0,0,1.5,0,134,102,0.3137,0.1607,0.5,7,32,1,24,7,26,7.7,452.4,130,0,322.4,234.4,0.11,0.2,32,0,0,9,23,135,20,5,4,38,0,0,,6,"503,027,025,142,009,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
26,7,2021/7/4,3 Pudong,927104,上海,12小时1分,5小时0分,40,0,2534.94,3456.5,921.56,3235.1,80.88,63.37,3354,102.5,0,0,556.66,151.4,67,60,85.5,0,0,1,0,245,187,0.2086,0.097,0.4906,8,40,1,32,9,30,8.89,513.4,149.5,0,363.9,230.4,0.1,0.16,39,0,0,13,26,171,28,8,4,38,0,0,,0,,0,0
27,7,2021/7/5,6 Gubei,170435679,上海,11小时31分,5小时0分,26,1,1562.53,2122.5,559.97,1941.7,74.68,60.1,2053,69.5,0,0,343.77,39.2,52,52,73,0,0,0,0,111,77,0.3377,0.1277,0.6667,7,25,0.9615,23,5,17,9.31,322.2,117,0,205.2,103.2,0.09,0.23,26,0,0,6,20,125,22,0,4,37,0,0,,2,"50,303,718,813,942,700,000,000,000,000,000,000,000",0,0
27,7,2021/7/5,5 TS,170483226,上海,12小时1分,5小时0分,45,2,2209.58,3188,917.19,2781.3,61.81,49.1,3089,99,0,0,498.69,134,114,72,97.5,0,0,1,0,186,130,0.3538,0.2,0.6444,4,44,0.9778,36,16,19,6.79,617,214.5,0,402.5,261,0.12,0.19,46,0,0,17,29,164,25,0,3,32,0,0,,2,"50,304,082,034,880,600,000,000,000,000,000,000,000",0,0
27,7,2021/7/5,7 Magnolia,2000261656,上海,11小时1分,4小时30分,28,0,1573.26,2176,602.74,1970.4,70.37,56.19,2107,69,0,0,369.24,39,75,36,83,0,0,0.5,0,109,80,0.3375,0.08,0.7667,5,28,1,27,9,14,8.46,422,189,0,233,111,0.1,0.24,27,0,0,4,23,101,21,0,5,30,0,0,,0,,0,0
27,7,2021/7/5,2 Fengxian,440866,上海,12小时1分,5小时0分,35,0,1645.78,2349,703.22,2066.9,59.05,47.02,2270,79,0,0,387.22,92,58,70,91.5,0,0,4.5,0,121,99,0.3535,0.1296,0.6222,9,35,1,34,4,17,6.64,485,173.5,0,311.5,136,0.12,0.24,35,0,0,7,28,156,27,4,6,40,0,0,,2,"50,303,831,742,558,700,000,000,000,000,000,000,000",0,0
27,7,2021/7/5,8 Julu,500151743,上海,12小时1分,5小时0分,39,0,2149.13,3046.5,897.37,2656.3,68.11,55.11,2960,86.5,0,0,471.87,179,86,76,84,0,0,0.5,0,144,117,0.3333,0.1364,0.5882,7,39,1,30,6,20,6.25,609,184,0,425,242,0.13,0.18,39,0,0,9,30,126,27,0,5,37,0,0,,0,,0,0
27,7,2021/7/5,QD 1,501475047,青岛,11小时1分,5小时0分,7,0,608.16,805,196.84,738.9,105.56,86.88,790,15,0,0,115.84,58,9,14,0,0,0,0,0,102,88,0.0795,0.039,0.3636,5,7,1,2,1,7,9.12,91,10,0,81,73,0.1,0.11,7,0,0,3,4,123,16,0,2,32,0,0,,2,"21,544,915,358,440,400,000,000,000,000,000,000,000",0,0
27,7,2021/7/5,9 CS,501879439,上海,12小时1分,5小时0分,15,0,828.35,1202.5,374.15,1041.9,69.46,55.22,1161,41.5,0,0,183.15,97,48,30,10,0,0,6,0,176,146,0.1027,0.0476,0.45,8,15,1,5,4,7,5.63,262.5,77.5,0,185,139,0.14,0.15,15,0,0,6,9,77,18,0,2,39,0,0,,2,"50,304,111,322,699,700,000,000,000,000,000,000,000",0,0
27,7,2021/7/5,10 CX,502017105,上海,12小时1分,5小时0分,16,0,945.15,1302.5,357.35,1196.2,74.76,59.07,1264,38.5,0,0,207.65,52,44,50.2,3,0,0,0.5,0,224,187,0.0856,0.0539,0.35,7,16,1,3,6,14,8.02,213.3,64.1,0,149.2,128.2,0.11,0.11,16,0,0,9,7,72,14,0,4,38,0,0,,2,"50,303,730,108,532,800,000,000,000,000,000,000,000",0,0
27,7,2021/7/5,4 Zunyi,777435,上海,12小时1分,5小时0分,36,0,2066.47,2911,844.53,2585.8,71.83,57.4,2827,84,0,0,453.83,167.2,92,72,58.5,0,0,1,0,156,108,0.3241,0.1129,0.6087,7,36,1,22,13,14,6.64,546.2,156.5,0,389.7,309.2,0.12,0.17,35,0,0,7,28,135,20,5,4,38,0,0,,5,"50,304,193,240,979,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
27,7,2021/7/5,3 Pudong,927104,上海,12小时1分,5小时0分,67,0,4090.8,5636.5,1545.7,5147.9,76.83,61.06,5464,172.5,0,0,898.3,246.4,163,116,120.5,0,0,1.5,0,272,199,0.3317,0.1456,0.5313,8,66,0.9851,50,23,37,7.9,952.9,307,0,645.9,462.4,0.11,0.15,66,0,0,15,51,171,31,8,4,38,0,0,,3,"503,037,055,323,436,000,000,000,000,000,000,000,000,000,000,000,000,000,000",2,0
27,7,2021/7/6,6 Gubei,170435679,上海,12小时1分,5小时0分,23,0,1339.61,1839,499.39,1685.3,73.27,58.24,1783,56,0,0,295.49,48.4,50,46,59.5,0,0,0,0,107,93,0.2473,0.0377,0.525,7,23,1,19,8,19,8.27,351.4,147.5,0,203.9,116.4,0.1,0.18,23,0,0,2,21,125,24,0,4,37,0,0,,2,"50,304,936,850,981,300,000,000,000,000,000,000,000",0,0
27,7,2021/7/6,5 TS,170483226,上海,12小时1分,5小时0分,49,0,2315.1,3320.5,1005.4,2816.95,57.49,47.25,3215,105.5,0,0,511.4,124,134,98,136.5,0,0,1.5,0,190,143,0.3357,0.0889,0.7547,4,49,1,40,16,39,5.72,829.05,336.55,0,492.5,302,0.14,0.21,48,0,0,8,40,164,27,0,3,32,0,0,,4,"5,030,451,002,241,650,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
27,7,2021/7/6,7 Magnolia,2000261656,上海,11小时1分,4小时30分,45,0,2165.76,3076.5,910.74,2657,59.04,48.13,2981,95.5,0,0,509.54,69.2,114,90,125,0,0,3,0,114,91,0.4945,0.1667,0.7755,5,45,1,42,9,39,6.67,702,303.8,0,398.2,212.2,0.12,0.25,45,0,0,7,38,101,22,0,5,30,0,0,,3,"503,046,285,490,021,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
27,7,2021/7/6,2 Fengxian,440866,上海,12小时1分,5小时0分,35,0,1785.06,2552.5,767.44,2200.5,62.87,51,2466,86.5,0,0,419.44,91,84.5,70,100,0,0,2.5,0,162,110,0.3182,0.1774,0.5,9,35,1,33,5,33,6.37,563.6,218.1,0,345.5,167.5,0.13,0.23,35,0,0,11,24,156,21,4,6,40,0,0,,1,5.03052E+18,0,0
27,7,2021/7/6,8 Julu,500151743,上海,11小时42分,4小时41分,43,1,3082.89,4266.5,1183.61,3750.4,87.22,71.7,4145,121.5,0,0,677.61,216,94,86,106,0,0,4,0,169,125,0.336,0.16,0.6,7,43,1,34,11,40,7.47,762,260,0,502,300,0.11,0.17,42,0,0,12,30,126,25,0,5,37,0,0,,1,5.0305E+18,0,0
27,7,2021/7/6,QD 1,501475047,青岛,11小时1分,5小时0分,4,0,315,426,111,382.8,95.7,78.75,419,7,0,0,60,29,14,8,0,0,0,0,0,77,64,0.0625,0.0357,0.25,5,4,1,2,2,4,7.51,56,5,0,51,42,0.12,0.15,4,0,0,2,2,123,5,0,2,32,0,0,,3,"215,458,121,607,816,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0
27,7,2021/7/6,9 CS,501879439,上海,12小时1分,5小时0分,21,1,1522.3,2107.5,585.2,1881.8,89.61,72.49,2044,63.5,0,0,334.4,137,48,42,22.8,0,0,1,0,211,167,0.1257,0.0769,0.4167,8,21,1,8,5,15,7.53,363,113.2,0,249.8,161,0.11,0.11,21,0,0,11,10,77,22,0,2,39,0,0,,0,,0,0
27,7,2021/7/6,10 CX,502017105,上海,12小时1分,5小时0分,19,1,921.01,1295.5,374.49,1144,60.21,48.47,1256,39.5,0,0,202.17,66,51,38,17.32,0,0,0,0,212,178,0.1067,0.0516,0.4783,7,19,1,6,5,19,6.64,261,88.68,0,172.32,119,0.12,0.12,19,0,0,8,11,72,14,0,4,38,0,0,,2,"50,304,634,231,109,600,000,000,000,000,000,000,000",1,0
27,7,2021/7/6,4 Zunyi,777435,上海,12小时1分,5小时0分,37,1,1967.89,2826.5,826.22,2397.75,64.8,53.19,2741,85.5,0,0,444.72,133,94,76,72.5,0,0,6,0,165,114,0.3246,0.1667,0.5417,7,37,1,23,11,30,6.58,603.15,238.65,0,364.5,269,0.12,0.15,37,0,0,11,26,135,26,5,4,38,0,0,,4,"5,030,503,000,865,460,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",2,0
27,7,2021/7/6,3 Pudong,927104,上海,8小时28分,5小时0分,49,0,2566.06,3621.5,1055.44,3151.8,64.32,52.37,3510,111.5,0,0,564.04,124.4,143,98,122.5,0,0,3.5,0,222,174,0.2816,0.0935,0.5821,8,49,1,42,19,35,6.46,845.9,358,0,487.9,306.4,0.12,0.21,49,0,0,10,39,171,30,8,4,38,0,0,,8,"50,304,487,046,271,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0
