,Week,Month,Date,Store Name,Store ID,City,Order Count,Gross Revenue,Net Revenue,Net Income,出杯数,Customer Count,Completed Orders,Average Spend,Cash Pay,Card Pay,WeChat Pay,WeChat Scan Pay,Mini-App Pay,Alipay,Member Pay,Net Member Pay,Member Bonus,Sherpas,Boss Consumed,Gift Voucher,Gift Voucher Net Revenue,Vocher Exchange,Voucher Exchange Net Revenue,Cash Voucher,Loss,领用,Eleme,Eleme Comission,Eleme Fees,Eleme Delivery Fee,Meituan,Meituan Comission,Mietuan Delivery Fee,Wiped to zero,Total Discount,Total Free,Hold Order,Returns,Fapiao,ReCharge,Delivery Comission,Delivery Fee,在线活动预售,在线活动核销 ,Online Revenue,In-Store Revenue
26,17,4,2021-04-28 00:00:00,4 Zunyi,3,上海,94,6527,5258.72,5258.72,0,36,92,57.16,85,0,1247,1139,108,218,0,0,0,467,0,0,0,0,0,0,0,0,1825.89,428.61,1,0,1415.83,275.07,0,0,563.6,0,0,45,0,0,703.68,0,0,0,3816.72,1442
27,17,4,2021-04-28 00:00:00,2 Fengxian,1,上海,99,7670.12,6227.53,6227.53,0,46,98,63.55,0,0,1600,1447,153,656,72,72,0,530,0,0,0,0,0,0,0,0,2400.92,563.7,1,0,968.61,201.44,0,0,530.45,146,0,0,0,0,765.14,0,0,0,4052.53,2175
28,17,4,2021-04-28 00:00:00,7 Magnolia,6,上海,58,4787,3611.65,3611.65,0,6,58,62.27,0,0,25,0,25,36,0,0,0,381,0,0,0,0,0,0,0,0,2138.87,502.13,1.5,0,1030.78,201.72,0,0,470,0,0,0,0,0,703.85,0,0,0,3575.65,36
29,17,4,2021-04-28 00:00:00,QD 1,8,青岛,13,976,911.12,911.12,0,11,13,70.09,0,0,682,390,292,109,0,0,0,0,0,0,0,0,0,0,0,0,120.12,22.88,0,0,0,0,0,0,42,0,0,0,0,0,22.88,4,0,0,412.12,499
30,17,4,2021-04-27 00:00:00,10 CX,10,上海,31,2072.5,1390.33,1390.33,0,5,31,44.85,0,0,98,98,0,84,0,0,0,87,0,0,0,0,0,0,0,0,743.29,166.58,0.5,0,378.04,77.46,0,0,371.63,66,0,0,0,0,244.04,0,0,0,1208.33,182
31,17,4,2021-04-27 00:00:00,9 CS,9,上海,35,2473.5,1641.78,1641.78,0,6,33,49.75,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,816.11,186.51,1,0,171.67,33.93,0,0,610.28,0,0,0,0,0,220.44,0,0,0,1641.78,-2.27374E-13
32,17,4,2021-04-27 00:00:00,8 Julu,7,上海,103,8056,6692.1,6692.1,0,45,103,64.97,63,0,1818,1703,115,1002,0,0,0,500,0,0,0,0,0,0,0,0,2339.48,514.32,1,0,969.62,185.88,0,0,652.7,10,0,0,0,0,700.2,0,0,0,3924.1,2768
33,17,4,2021-04-27 00:00:00,5 TS,4,上海,79,5534,4364.53,4364.53,0,28,79,55.25,49,0,877,717,160,536,48,48,0,149,0,0,0,0,0,0,0,0,1924.13,452.37,0,0,781.4,151.1,0,0,566,0,0,0,0,0,603.47,3,0,0,3014.53,1350
34,17,4,2021-04-27 00:00:00,6 Gubei,5,上海,70,5593,4387.92,4387.92,0,20,70,62.68,50,0,259,210,49,291,0,0,0,990,0,0,0,0,0,0,0,0,1933.78,453.72,0,0,864.14,166.86,0,0,539.5,45,0,0,0,0,620.58,0,0,0,3836.92,551
35,17,4,2021-04-27 00:00:00,3 Pudong,2,上海,126,11258,8742.74,8742.74,0,23,126,69.39,0,0,250,250,0,591,0,0,0,962,0,0,0,0,0,0,0,0,4266.69,936.81,1,0,2673.05,509.15,0,0,1068.3,0,0,0,0,0,1445.96,0,0,0,7901.74,841
36,17,4,2021-04-27 00:00:00,4 Zunyi,3,上海,90,6674,5185.07,5185.07,0,22,90,57.61,0,0,798,649,149,458,0,0,0,245,0,0,0,0,0,0,0,0,2901.98,661.52,1.5,0,782.09,142.76,0,0,683.15,0,0,0,0,0,804.28,0,0,0,4078.07,1107
37,17,4,2021-04-27 00:00:00,2 Fengxian,1,上海,104,7470,6024.57,6024.57,0,37,102,59.06,0,0,1395,1194,201,740,95,95,0,112,0,0,0,0,0,0,0,0,2499.55,586.95,2,0,1183.02,242.98,0,0,613.5,0,0,0,0,0,829.93,0,0,0,3995.57,2029
38,17,4,2021-04-27 00:00:00,7 Magnolia,6,上海,57,4626,3528.25,3528.25,0,9,57,61.9,0,0,333,92,241,0,0,0,0,432,0,0,0,0,0,0,0,0,2222.09,521.41,0.5,0,541.16,105.34,0,0,470.5,0,0,0,0,0,626.75,3,0,0,3436.25,92
39,17,4,2021-04-27 00:00:00,QD 1,8,青岛,14,1185,1056.16,1056.16,0,10,14,75.44,124,0,164,164,0,469,0,0,0,0,0,0,0,0,0,0,0,0,133.56,25.44,0,0,165.6,41.4,0,0,42,20,0,0,0,0,66.84,0,0,0,299.16,757
40,17,4,2021-04-26 00:00:00,10 CX,10,上海,30,2724,1992.33,1992.33,0,4,30,66.41,0,0,76,76,0,148,0,0,0,179,0,0,0,0,0,0,0,0,1060.95,233.1,1,0,528.38,108.62,0,0,388.95,0,0,0,0,0,341.72,0,0,0,1768.33,224
41,17,4,2021-04-26 00:00:00,9 CS,9,上海,40,2838.5,1820.48,1820.48,0,6,40,45.51,0,0,49,0,49,208,87,87,0,114,0,0,0,0,0,0,0,0,1172.02,265.11,1,0,190.46,37.64,0,0,714.27,0,0,0,0,0,302.75,7,0,0,1525.48,295
42,17,4,2021-04-26 00:00:00,8 Julu,7,上海,88,7489,6041.73,6041.73,0,36,88,68.66,180,0,992,911,81,1056,57,57,0,824,0,0,0,0,0,0,0,0,2332.04,512.46,2.5,0,600.69,115.01,0,0,817.3,0,0,0,0,0,627.47,0,0,0,3837.73,2204
43,17,4,2021-04-26 00:00:00,5 TS,4,上海,88,6466.5,4933.94,4933.94,0,31,88,56.07,0,0,719,620,99,1020,0,0,0,234,0,0,0,0,0,0,0,0,1831.14,429.86,1,0,1129.8,215.2,0,0,886.5,0,0,0,0,0,645.06,3,0,0,3293.94,1640
44,17,4,2021-04-26 00:00:00,6 Gubei,5,上海,54,4224.78,3245.34,3245.34,0,21,53,61.23,0,0,276,276,0,445,0,0,0,359,0,0,0,0,0,0,0,0,1498.86,351.64,0,0,666.48,130.3,0,0,452.5,45,0,0,0,0,481.94,0,0,0,2524.34,721
45,17,4,2021-04-26 00:00:00,3 Pudong,2,上海,122,9406,7197.36,7197.36,0,30,122,58.99,0,0,666,616,50,1239,0,0,0,222,0,0,0,0,0,0,0,0,2922.9,643.6,1.5,0,2147.46,409.04,0,0,1060.5,94,0,0,0,0,1052.64,5,0,0,5342.36,1855
46,17,4,2021-04-26 00:00:00,4 Zunyi,3,上海,88,6128,4782.14,4782.14,0,38,88,54.34,147,0,1002,886,116,634,0,0,0,300,0,0,0,0,0,0,0,0,1575.64,363.86,1.5,0,1123.5,220.05,0,0,760.45,0,0,0,0,0,583.91,0,0,0,3115.14,1667
47,17,4,2021-04-26 00:00:00,2 Fengxian,1,上海,112,8354,7075.51,7075.51,0,63,112,63.17,0,0,2777,1932,845,1062,12,12,0,311,0,0,0,0,0,0,0,0,2261.75,530.75,0.5,0,651.76,134.74,0,0,612.5,0,0,0,0,0,665.49,0,0,0,4069.51,3006
48,17,4,2021-04-26 00:00:00,7 Magnolia,6,上海,55,4084.5,3035.03,3035.03,0,9,53,57.26,36,0,428,292,136,0,0,0,0,95,0,0,0,0,0,0,0,0,1979.91,464.59,0.5,0,496.12,99.88,0,0,484.5,0,0,0,0,0,564.47,5,0,0,2707.03,328
49,17,4,2021-04-26 00:00:00,QD 1,8,青岛,18,1595,1272.28,1272.28,0,6,18,70.68,0,0,482,482,0,33,0,0,0,0,0,0,0,0,0,0,0,0,362.88,69.12,0,0,394.4,98.6,0,0,155,0,0,0,0,0,167.72,0,0,0,757.28,515
50,16,4,2021-04-25 00:00:00,10 CX,10,上海,21,1751,1284.33,1284.33,0,3,21,61.16,0,0,255,255,0,111,0,0,0,0,0,0,0,0,0,0,0,0,595.05,130.83,1,0,323.28,66.22,0,0,268.62,0,0,0,0,0,197.05,0,0,0,918.33,366
51,16,4,2021-04-25 00:00:00,9 CS,9,上海,50,3587.5,2204.37,2204.37,0,1,50,44.09,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1733.02,394.48,1.5,0,423.35,83.65,0,0,903.5,0,0,0,0,0,478.13,3,0,0,2204.37,0
52,16,4,2021-04-25 00:00:00,8 Julu,7,上海,111,8668.5,7378.89,7378.89,0,57,109,67.7,0,0,1897,1683,214,1412,0,0,0,909,0,0,0,0,0,0,0,0,2587.17,568.13,1,0,573.72,109.28,0,0,611.2,0,0,52,0,0,677.41,0,0,0,4283.89,3095
53,16,4,2021-04-25 00:00:00,5 TS,4,上海,80,6270.12,4827.27,4827.27,0,20,79,61.1,0,0,587,149,438,398,0,0,0,735,0,0,0,0,0,0,0,0,2289.19,537.31,1,0,818.08,158.04,0,0,746.5,0,0,0,0,0,695.35,3,0,0,4280.27,547
54,16,4,2021-04-25 00:00:00,6 Gubei,5,上海,68,6199.5,4879.07,4879.07,0,23,66,73.93,0,0,435,316,119,256,0,0,0,921,0,0,0,0,0,0,0,0,1880.8,441.2,0,0,1386.27,269.43,0,0,609.8,0,0,0,0,0,710.63,8,0,0,4307.07,572
55,16,4,2021-04-25 00:00:00,3 Pudong,2,上海,110,8644.5,6826.18,6826.18,0,29,110,62.06,0,0,582,533,49,419,0,0,0,1289,0,0,0,0,0,0,0,0,2867.01,631.99,0.5,0,1669.17,312.18,0,0,873.65,0,0,0,0,0,944.17,0,0,0,5874.18,952
56,16,4,2021-04-25 00:00:00,4 Zunyi,3,上海,70,5013.5,3887.55,3887.55,0,20,70,55.54,0,0,790,523,267,376,0,0,0,55,0,0,0,0,0,0,0,0,2166.99,508.51,0.5,0,499.56,96.94,0,0,520,0,0,0,0,0,605.45,7,0,0,2988.55,899
57,16,4,2021-04-25 00:00:00,2 Fengxian,1,上海,88,6951,5708.69,5708.69,0,38,88,64.87,0,0,1140,993,147,1099,0,0,0,367,0,0,0,0,0,0,0,0,1853.45,435.05,1,0,1249.24,257.11,0,0,500.15,49,0,0,0,0,692.16,4,0,0,3616.69,2092
58,16,4,2021-04-25 00:00:00,7 Magnolia,6,上海,58,4694,3470.31,3470.31,0,2,58,59.83,0,0,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2519.46,591.04,0,0,883.85,168.35,0,0,464.3,0,0,0,0,0,759.39,0,0,0,3470.31,0
59,16,4,2021-04-25 00:00:00,QD 1,8,青岛,11,977,853.52,853.52,0,5,11,77.59,0,0,219,219,0,307,0,0,0,0,0,0,0,0,0,0,0,0,275.52,52.48,0,0,52,13,0,0,38,20,0,0,0,0,65.48,0,0,0,327.52,526
60,16,4,2021-04-24 00:00:00,10 CX,10,上海,29,2485.5,1786.4,1786.4,0,5,29,61.6,0,0,101,101,0,100,0,0,0,0,0,0,0,0,0,0,0,0,907.32,199.38,1,0,678.08,138.92,0,0,293.8,66,0,0,0,0,338.3,0,0,0,1585.4,201
61,16,4,2021-04-24 00:00:00,9 CS,9,上海,40,2667,1617.5,1617.5,0,5,38,42.57,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,1039.31,241.36,0.5,0,371.19,73.71,0,0,733.93,0,0,48,0,0,315.07,0,0,0,1617.5,0
62,16,4,2021-04-24 00:00:00,8 Julu,7,上海,104,8840.5,7047.65,7047.65,0,54,102,69.09,0,70,2125,2125,0,1607,0,0,0,503,0,0,0,0,0,0,0,0,1946.07,427.73,2.5,0,796.58,152.92,0,0,514.7,695,0,0,0,0,580.65,0,0,0,3245.65,3802
63,16,4,2021-04-24 00:00:00,5 TS,4,上海,43,3322.5,2605.55,2605.55,0,11,43,60.59,45,0,438,225,213,198,0,0,0,83,0,0,0,0,0,0,0,0,1287.57,302.43,1.5,0,553.98,105.52,0,0,307.5,0,0,0,0,0,407.95,0,0,0,2137.55,468
64,16,4,2021-04-24 00:00:00,6 Gubei,5,上海,76,6041,4878.2,4878.2,0,32,76,64.19,164,0,795,795,0,712,0,0,0,470,0,0,0,0,0,0,0,0,1725.64,404.86,0,0,1011.56,194.94,0,0,518,45,0,0,0,0,599.8,0,0,0,3207.2,1671
65,16,4,2021-04-24 00:00:00,3 Pudong,2,上海,92,8569,6558.2,6558.2,0,15,92,71.28,0,0,361,93,268,470,0,0,0,257,0,0,0,0,0,0,0,0,3433.75,753.75,0,0,2036.45,387.9,0,0,869.15,0,0,0,0,0,1141.65,0,0,0,5995.2,563
66,16,4,2021-04-24 00:00:00,4 Zunyi,3,上海,76,6606.5,5194.8,5194.8,0,19,76,68.35,62,0,347,284,63,502,0,0,0,364,0,0,0,0,0,0,0,0,2447.46,574.54,1.5,0,1472.34,282.71,0,0,552.95,0,0,0,0,0,857.25,4,0,0,4346.8,848
67,16,4,2021-04-24 00:00:00,2 Fengxian,1,上海,92,8775,6680.23,6680.23,0,37,90,74.22,0,0,1881,1762,119,961,0,0,0,396,0,0,0,0,0,0,0,0,2202.79,517.01,1,0,1239.44,256.96,0,0,464.8,855,0,0,0,0,773.97,0,0,0,3957.23,2723
68,16,4,2021-04-24 00:00:00,7 Magnolia,6,上海,47,4139.5,3152.87,3152.87,0,5,47,67.08,0,0,65,65,0,0,150,150,0,224,0,0,0,0,0,0,0,0,1874.29,439.71,0,0,839.58,159.92,0,0,387,0,0,0,0,0,599.63,0,0,0,2937.87,215
69,16,4,2021-04-24 00:00:00,QD 1,8,青岛,28,2270,2088.12,2088.12,0,20,28,74.58,72,0,999,868,131,543,0,0,0,0,0,0,0,0,0,0,0,0,212.52,40.48,0,0,261.6,65.4,0,0,76,0,0,0,0,0,105.88,0,0,0,605.12,1483
70,16,4,2021-04-23 00:00:00,10 CX,10,上海,46,3376.5,2421.12,2421.12,0,13,46,52.63,65,0,395,395,0,123,0,0,0,100,0,0,0,0,0,0,0,0,1254.67,280.05,1.5,0,483.45,99.05,0,0,525.78,49,0,0,0,0,379.1,0,0,0,1838.12,583
71,16,4,2021-04-23 00:00:00,9 CS,9,上海,37,2738,1795.17,1795.17,0,3,37,48.52,0,0,49,0,49,0,0,0,0,315,0,0,0,0,0,0,0,0,1007.84,226.99,0.5,0,423.33,84.67,0,0,630.67,0,0,0,0,0,311.66,4,0,0,1795.17,0
72,16,4,2021-04-23 00:00:00,8 Julu,7,上海,121,8986.5,7622.01,7622.01,0,66,121,62.99,67,0,2404,2090,314,1637,0,0,0,404,0,0,0,0,0,0,0,0,2416.59,530.91,2,0,693.42,132.08,0,0,699.5,0,0,0,0,0,662.99,0,0,0,3828.01,3794
73,16,4,2021-04-23 00:00:00,5 TS,4,上海,87,7663.36,5938.36,5938.36,0,26,86,69.05,69,0,506,414,92,774,48,48,0,461,0,0,0,0,0,0,0,0,2202.3,516.7,0,0,1878.06,358.8,0,0,849.5,0,0,0,0,0,875.5,3,0,0,4633.36,1305
74,16,4,2021-04-23 00:00:00,6 Gubei,5,上海,62,5269.5,4088.06,4088.06,0,19,62,65.94,70,0,664,664,0,254,0,0,0,494,0,0,0,0,0,0,0,0,2091.78,490.72,0,0,514.28,100.22,0,0,545.5,45,0,0,0,0,590.94,0,0,0,3100.06,988
75,16,4,2021-04-23 00:00:00,3 Pudong,2,上海,108,9249.18,6943.64,6943.64,0,24,107,64.89,0,0,372,372,0,473,0,0,0,850,0,0,0,0,0,0,0,0,3471.62,763.56,1,0,1777.02,338.48,0,0,919.5,283,0,0,0,0,1102.04,0,0,0,6098.64,845
76,16,4,2021-04-23 00:00:00,4 Zunyi,3,上海,93,7187.5,5821.91,5821.91,0,36,93,62.6,25,0,1008,822,186,947,0,0,0,449,0,0,0,0,0,0,0,0,2190.48,501.52,0.5,0,1202.43,234.42,0,0,629.15,0,0,0,0,0,735.94,4,0,0,4027.91,1794
77,16,4,2021-04-23 00:00:00,2 Fengxian,1,上海,129,9512.5,8162.17,8162.17,0,76,125,65.3,25,0,2783,2068,715,1941,0,0,0,464,0,0,0,0,0,0,0,0,2072.99,486.51,0.5,0,876.18,181.32,0,0,682,0,0,104,0,0,667.83,0,0,0,4128.17,4034
78,16,4,2021-04-23 00:00:00,7 Magnolia,6,上海,51,4686.5,3585.93,3585.93,0,7,51,70.31,0,0,122,36,86,0,0,0,0,316,0,0,0,0,0,0,0,0,2416.59,566.91,0,0,731.34,142.16,0,0,391.5,0,0,0,0,0,709.07,0,0,0,3549.93,36
79,16,4,2021-04-23 00:00:00,QD 1,8,青岛,21,2149,1843.24,1843.24,0,12,21,87.77,0,0,901,842,59,218,0,0,0,0,0,0,0,0,0,0,0,0,458.64,87.36,0,0,265.6,66.4,0,0,152,0,0,0,0,0,153.76,3,0,0,783.24,1060
80,16,4,2021-04-22 00:00:00,10 CX,10,上海,25,1994.5,1454.36,1454.36,0,4,25,58.17,0,0,40,40,0,171,0,0,0,0,0,0,0,0,0,0,0,0,845.27,185.76,1,0,398.09,81.91,0,0,271.47,0,0,0,0,0,267.67,0,0,0,1243.36,211
81,16,4,2021-04-22 00:00:00,9 CS,9,上海,30,2331,1446.53,1446.53,0,1,30,48.22,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,1008.88,231.83,1,0,370.65,73.25,0,0,578.39,0,0,0,0,0,305.08,0,0,0,1446.53,-2.27374E-13
82,16,4,2021-04-22 00:00:00,8 Julu,7,上海,114,9439.5,7964.33,7964.33,0,52,114,69.86,248,0,2404,2076,328,1408,16,16,0,516,0,0,0,0,0,0,0,0,2295.87,504.63,3,0,1076.46,205.04,0,0,762.5,0,0,0,0,0,709.67,0,0,0,4216.33,3748
83,16,4,2021-04-22 00:00:00,5 TS,4,上海,102,6752,5205.6,5205.6,0,32,102,51.04,0,0,727,387,340,992,0,0,0,92,0,0,0,0,0,0,0,0,2689,631.4,2,0,705.6,134.4,0,0,778.6,0,0,0,0,0,765.8,15,0,0,3826.6,1379
84,16,4,2021-04-22 00:00:00,6 Gubei,5,上海,53,4531.5,3559.6,3559.6,0,18,53,67.16,0,0,357,357,0,219,0,0,0,820,0,0,0,0,0,0,0,0,1479.42,347.08,0,0,684.18,130.32,0,0,494.5,0,0,0,0,0,477.4,0,0,0,2983.6,576
85,16,4,2021-04-22 00:00:00,3 Pudong,2,上海,97,8045,6003.89,6003.89,0,21,97,61.9,0,0,249,200,49,593,0,0,0,146,0,0,0,0,0,0,0,0,2877.18,633.12,0.5,0,2138.71,409.64,0,0,803.85,194,0,0,0,0,1042.76,0,0,0,5210.89,793
86,16,4,2021-04-22 00:00:00,4 Zunyi,3,上海,103,7498.5,5904.36,5904.36,0,44,101,58.46,0,0,1444,1059,385,618,129,129,0,739,0,0,0,0,0,0,0,0,2207.82,505.18,2,0,766.54,146.01,0,0,891.95,49,0,49,0,0,651.19,7,0,0,4098.36,1806
87,16,4,2021-04-22 00:00:00,2 Fengxian,1,上海,130,10440,8428.82,8428.82,0,55,130,64.84,0,0,2239,1880,359,1053,0,0,0,357,0,0,0,0,0,0,0,0,3833.32,900.18,3.5,0,946.5,194.5,0,0,832,81,0,0,0,0,1094.68,0,0,0,5495.82,2933
